RMSE;predicted;real
21.465125278388925;80.8635275339186;100.0
21.465125278388925;67.56021409455843;33.33333333
21.465125278388925;1.862884160756501;5.053598775
21.465125278388925;116.68279198341396;97.05882353
21.465125278388925;81.95886075949367;98.77488515
21.465125278388925;29.89982425307557;17.31669267
21.465125278388925;18.35928143712575;5.291005291
21.465125278388925;85.33900709219859;99.6099844
21.465125278388925;1.9555555555555555;2.9197080289999997
21.465125278388925;19.282381335478682;12.698412699999999
21.465125278388925;78.53122782114976;99.6835443
21.465125278388925;83.58415841584159;100.0
21.465125278388925;9.941634241245136;17.77108434
21.465125278388925;80.17943743937924;41.56626506
21.465125278388925;84.23526660430308;100.0
21.465125278388925;68.59171597633136;27.96709753
21.465125278388925;94.74469453376206;97.08333333
21.465125278388925;79.01639344262296;91.4893617
21.465125278388925;-1.902665121668598;4.60251046
21.465125278388925;27.935266918873477;33.18435754
21.465125278388925;75.74289706567303;100.0
21.465125278388925;80.03458096013019;83.94160584
21.465125278388925;96.93322475570032;96.0
21.465125278388925;-3.988995873452544;1.5
21.465125278388925;-6.979320531757754;1.101928375
21.465125278388925;-8.033946251768034;3.03030303
21.465125278388925;28.299752270850536;19.34604905
21.465125278388925;95.14357682619648;94.79553903
21.465125278388925;96.79090909090908;94.73684211
21.465125278388925;66.19294710327456;28.0952381
21.465125278388925;109.07473309608541;98.05825243
21.465125278388925;101.89885496183206;94.24206816
21.465125278388925;35.36262295081967;9.779614325
21.465125278388925;53.78281008749357;32.59385666
21.465125278388925;97.39193178091178;85.47008547
21.465125278388925;86.13743409490334;97.52066116
21.465125278388925;7.707750952986022;11.9047619
21.465125278388925;12.511571254567599;8.225616921
21.465125278388925;3.7810650887573964;6.0606060610000005
21.465125278388925;104.87741935483871;96.82539683
21.465125278388925;87.8276923076923;94.4741533
21.465125278388925;63.322607959356475;28.72340426
21.465125278388925;67.14408338442674;100.0
21.465125278388925;112.57567104511708;100.0
21.465125278388925;70.38780154756486;100.0
21.465125278388925;7.754017305315204;1.167315175
21.465125278388925;89.92859799181852;100.0
21.465125278388925;20.047732696897373;14.53900709
21.465125278388925;43.169451073985684;23.60515021
21.465125278388925;111.63143631436314;97.88359788
21.465125278388925;67.27675276752767;100.0
21.465125278388925;47.5609756097561;36.39240506
