MAE;predicted;real
7.5109893883663235;4.138991547363941;3.305785124
7.5109893883663235;97.59206695205437;97.05882353
7.5109893883663235;3.3084227736333602;2.9972752039999997
7.5109893883663235;33.95770869965071;17.70428016
7.5109893883663235;93.5923764883985;96.0
7.5109893883663235;85.3481709575907;100.0
7.5109893883663235;3.8347634901676355;5.109489051000001
7.5109893883663235;95.67665264212346;96.82539683
7.5109893883663235;92.290712979277;94.4741533
7.5109893883663235;74.19092240811703;85.9922179
7.5109893883663235;92.7035777336378;100.0
7.5109893883663235;90.17258192566013;86.06557377
7.5109893883663235;69.30326528352406;79.55307263
7.5109893883663235;3.4145626007633587;1.101928375
7.5109893883663235;3.7652394731712544;4.0
7.5109893883663235;26.853322158012727;23.60515021
7.5109893883663235;3.898227895733978;3.205128205
7.5109893883663235;99.12986692279515;94.15807559999999
7.5109893883663235;10.886357052753766;18.18181818
7.5109893883663235;95.32968815211177;100.0
7.5109893883663235;87.54230286105228;100.0
7.5109893883663235;15.18061424024723;37.80068729
7.5109893883663235;23.509214007045845;14.78599222
7.5109893883663235;22.081289725467276;21.76470588
7.5109893883663235;61.17295968056635;35.86956522
7.5109893883663235;98.10546034488453;100.0
7.5109893883663235;71.15430064473671;33.33333333
7.5109893883663235;23.84138995568966;15.98360656
7.5109893883663235;88.28686398779244;100.0
7.5109893883663235;21.29440213778519;8.90052356
7.5109893883663235;44.74098522008487;36.39240506
7.5109893883663235;7.373509089501835;8.225616921
7.5109893883663235;80.56452346819736;100.0
7.5109893883663235;90.67216211300065;88.01652893
7.5109893883663235;92.74677383181448;99.64664311
7.5109893883663235;99.52128518705584;86.68478261
7.5109893883663235;17.53489486064684;12.34177215
7.5109893883663235;94.77627293927047;94.73684211
7.5109893883663235;94.99519813138025;91.82879377
7.5109893883663235;84.30506683834624;99.58158996
7.5109893883663235;52.709578312682225;25.83333333
7.5109893883663235;92.08140192806641;100.0
7.5109893883663235;64.49943608692719;100.0
7.5109893883663235;18.709327928225154;19.73684211
7.5109893883663235;7.514973152177836;5.915178571
7.5109893883663235;5.7317877322510995;11.9047619
7.5109893883663235;11.95476116085057;14.53900709
7.5109893883663235;7.887906907641285;21.30584192
7.5109893883663235;88.08305381417598;100.0
7.5109893883663235;5.757659511023521;4.166666667
7.5109893883663235;26.21556300907888;100.0
7.5109893883663235;14.441679321905697;20.98009188
