MAE;predicted;real
10.783734542854031;89.94210069469662;94.4741533
10.783734542854031;6.000334368692516;14.43850267
10.783734542854031;27.57764390804085;15.98360656
10.783734542854031;43.899622185601984;33.5078534
10.783734542854031;41.284072595621424;100.0
10.783734542854031;72.88968013489165;100.0
10.783734542854031;70.51220426142713;100.0
10.783734542854031;102.91528192087635;99.51219512
10.783734542854031;25.77995801932154;19.73684211
10.783734542854031;86.10323587499236;100.0
10.783734542854031;53.04350775795022;100.0
10.783734542854031;25.752066157414628;2.4
10.783734542854031;1.9954175321607364;6.310679612
10.783734542854031;63.821948780478714;32.35294118
10.783734542854031;-0.8675956713945121;2.9197080289999997
10.783734542854031;106.88401753000709;91.82879377
10.783734542854031;104.37132896951688;97.05882353
10.783734542854031;102.75825694081558;90.90909091
10.783734542854031;4.008186895018673;2.564102564
10.783734542854031;68.88930630950765;100.0
10.783734542854031;78.5763072991017;94.28571429
10.783734542854031;69.27086008007518;25.83333333
10.783734542854031;4.025246447819863;1.167315175
10.783734542854031;3.053458425605728;6.008583691
10.783734542854031;19.55189875162236;12.698412699999999
10.783734542854031;98.2554214266056;97.30046948
10.783734542854031;102.62380690616152;91.66666667
10.783734542854031;89.25209131059894;86.68478261
10.783734542854031;72.50588220999855;100.0
10.783734542854031;72.01718303624897;100.0
10.783734542854031;1.0008017394359234;5.053598775
10.783734542854031;74.65269292081383;100.0
10.783734542854031;48.848905914189174;38.13229572
10.783734542854031;28.192986092492102;100.0
10.783734542854031;3.023563979187656;4.166666667
10.783734542854031;12.994209435875614;11.15702479
10.783734542854031;26.53094463173908;26.21359223
10.783734542854031;0.026266788779489274;4.0
10.783734542854031;68.77301923155478;100.0
10.783734542854031;92.34572674069148;98.99328859
10.783734542854031;81.41333547909105;98.77488515
10.783734542854031;4.264349134000146;3.205128205
10.783734542854031;33.189833156396254;100.0
10.783734542854031;2.032382154909883;3.305785124
10.783734542854031;89.71158282683332;91.4893617
10.783734542854031;85.53596986347141;98.04964539
10.783734542854031;57.24170893076586;100.0
10.783734542854031;57.920887367974075;27.96709753
10.783734542854031;95.53486716699575;100.0
10.783734542854031;2.031104722193562;4.60251046
10.783734542854031;53.57088004290005;35.0177305
10.783734542854031;1.0384342033292207;5.109489051000001
