MAE;predicted;real
8.525003709158941;90.83257060061194;94.28571429
8.525003709158941;97.28388118281438;100.0
8.525003709158941;97.87176158448707;100.0
8.525003709158941;123.28697661499922;97.30046948
8.525003709158941;86.27979174039307;100.0
8.525003709158941;108.72281460304607;100.0
8.525003709158941;108.90497102215014;100.0
8.525003709158941;90.15794373343604;100.0
8.525003709158941;101.28921804531106;97.52066116
8.525003709158941;41.87965987317537;41.56626506
8.525003709158941;76.00777198096301;94.24206816
8.525003709158941;100.62946936236489;100.0
8.525003709158941;87.18745442373618;100.0
8.525003709158941;101.79701323291633;100.0
8.525003709158941;104.68146478696721;100.0
8.525003709158941;46.55183694478258;37.58389262
8.525003709158941;0.888717765576782;6.008583691
8.525003709158941;38.5852899175272;24.33862434
8.525003709158941;25.910868235357313;35.0177305
8.525003709158941;60.42368766883214;41.43192488
8.525003709158941;93.60839077281653;100.0
8.525003709158941;91.56021653758039;100.0
8.525003709158941;105.34878072548281;100.0
8.525003709158941;0.791905141312488;5.294117647
8.525003709158941;91.4723350441768;96.0
8.525003709158941;102.18441116015003;98.99328859
8.525003709158941;0.2848005287189031;6.310679612
8.525003709158941;6.492500679378721;7.936507937000001
8.525003709158941;82.3659118706663;90.90909091
8.525003709158941;101.7378503500002;97.08333333
8.525003709158941;78.47420445723645;85.9922179
8.525003709158941;73.58441619870221;100.0
8.525003709158941;46.21931910697817;38.13229572
8.525003709158941;16.242610809382732;26.21359223
8.525003709158941;112.96749393432052;100.0
8.525003709158941;17.628755668817213;19.73684211
8.525003709158941;0.6375887721845237;5.915178571
8.525003709158941;0.5510319864531298;4.87804878
8.525003709158941;34.27002803684517;32.35294118
8.525003709158941;37.77602287565993;23.60515021
8.525003709158941;4.223355669261882;19.34604905
8.525003709158941;61.35990726226471;54.60750853
8.525003709158941;111.54770696238184;94.84978541
8.525003709158941;14.822770550609405;9.75177305
8.525003709158941;0.0;3.205128205
8.525003709158941;70.06293211169516;100.0
8.525003709158941;108.96759719906778;98.05825243
8.525003709158941;0.0;1.5
8.525003709158941;79.64125462721698;91.4893617
8.525003709158941;78.21529480436811;100.0
8.525003709158941;110.61388967748083;96.82539683
8.525003709158941;98.97933698104295;100.0
