RMSE;predicted;real
19.466661976104344;1.83248730964467;11.9047619
19.466661976104344;124.6875;97.88359788
19.466661976104344;0.0;1.315789474
19.466661976104344;63.09454349000541;100.0
19.466661976104344;38.52785145888594;14.78599222
19.466661976104344;116.13819771351714;98.99328859
19.466661976104344;105.33201970443349;99.58158996
19.466661976104344;-3.022255192878338;1.101928375
19.466661976104344;3.6740740740740745;4.166666667
19.466661976104344;82.41617357001972;83.94160584
19.466661976104344;34.72965281730222;35.0177305
19.466661976104344;6.3239227340267465;5.291005291
19.466661976104344;78.96910678307589;90.90909091
19.466661976104344;69.54000958313368;100.0
19.466661976104344;14.647519582245431;17.31669267
19.466661976104344;94.95619922288944;100.0
19.466661976104344;100.5918811163465;100.0
