RMSE;predicted;real
12.642023855944878;81.39949279077919;100.0
12.642023855944878;5.943915902235688;2.1352313169999997
12.642023855944878;20.961247581526592;15.65836299
12.642023855944878;11.860801568041959;33.18435754
12.642023855944878;92.22421893223989;100.0
12.642023855944878;7.872192752135105;16.90140845
12.642023855944878;117.9299380941948;100.0
12.642023855944878;135.8233940139416;100.0
12.642023855944878;108.25046553138067;100.0
12.642023855944878;352.25237939149366;40.24960998
12.642023855944878;92.15372234352658;100.0
12.642023855944878;36.924164873360006;41.43192488
12.642023855944878;-525.6253313165098;35.0177305
12.642023855944878;98.82409100476352;97.88359788
12.642023855944878;95.51873818834103;100.0
12.642023855944878;84.62543621606392;99.58158996
12.642023855944878;114.7251674126467;94.15807559999999
12.642023855944878;9.833874512129709;2.602230483
12.642023855944878;75.66070366154389;79.55307263
12.642023855944878;3.9891783795683677;11.9047619
12.642023855944878;105.75543150755057;96.0
12.642023855944878;5.944076288076648;5.147058824
12.642023855944878;42.597923176684866;100.0
12.642023855944878;100.81353002466676;98.05825243
12.642023855944878;98.73676343779809;100.0
12.642023855944878;35.45346979243383;54.60750853
12.642023855944878;119.62803377992196;90.90909091
12.642023855944878;7.899703798587904;7.936507937000001
12.642023855944878;103.51124499461402;91.66666667
12.642023855944878;11.796477816472072;19.73684211
12.642023855944878;38.95966138377629;27.96709753
12.642023855944878;5.958846248270916;11.885245900000001
12.642023855944878;2.0130776764309757;1.5
12.642023855944878;2.01339281369199;3.03030303
12.642023855944878;87.37384784417355;100.0
12.642023855944878;97.26199780836923;99.6099844
12.642023855944878;19.493442818399554;37.80068729
12.642023855944878;100.26506528264126;100.0
12.642023855944878;5.9533483802893485;3.305785124
12.642023855944878;111.46539660612767;97.05882353
12.642023855944878;19.16139507057394;26.21359223
12.642023855944878;23.04400665835132;32.59385666
12.642023855944878;3.9843410657347573;5.294117647
12.642023855944878;38.66071970849076;100.0
12.642023855944878;5.933638591794501;6.310679612
12.642023855944878;5.936026612499538;4.87804878
12.642023855944878;76.57628230385143;85.9922179
12.642023855944878;3.9889217090958176;17.77108434
12.642023855944878;30.05724330484703;38.13229572
12.642023855944878;76.33405782325208;28.72340426
12.642023855944878;9.833050712620645;20.98009188
12.642023855944878;87.66799414296752;97.82016349
